"SSN","Site","Cluster","Plot","Depth","Longitude","Latitude","SSN.XRPD","Quartz","Kaolinite","Goethite","K-feldspar","Plagioclase","Smectite (ML)","Organic matter","Halloysite","Mica (Tri)","Gibbsite","Ferrihydrite","Illite","Opal","Glass","Pyroxene","Ilmenite","Amphibole","Hematite","Maghemite","Vermiculite","Dickite","Muscovite","Mica (Di)","Magnetite","Calcite","Magnesite","Rutile","Smectite (Di)","Anatase","Olivine","Anhydrite","Apatite","Ankerite","Glauconite","Corundum","Palygorskite","Humic","Bassanite","Dolomite","Gypsum","Cristobalite","Siderite","Background"
"icr062381","Didy",13,5,"Topsoil",48.7638,-18.3392,"icr062373",29.288,11.1667,14.4365,0,0,0,4.802,0,5.2292,25.1517,3.3675,0,3.5687,0,0,1.6581,0,0.3978,0,0,0,0,0,0,0,0.6524,0,0,0.2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015
"icr062382","Didy",13,5,"Subsoil",48.7638,-18.3392,"icr062374",29.6838,9.8001,15.1625,0,0,0,6.0184,0,3.8651,22.9819,4.5705,0,3.5228,0,0,1.4794,0,0,0,0,2.0429,0,0,0,0,0.5696,0,0,0.3022,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04
"icr062383","Didy",13,6,"Topsoil",48.7624,-18.338,"icr062373",29.288,11.1667,14.4365,0,0,0,4.802,0,5.2292,25.1517,3.3675,0,3.5687,0,0,1.6581,0,0.3978,0,0,0,0,0,0,0,0.6524,0,0,0.2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015
"icr062384","Didy",13,6,"Subsoil",48.7624,-18.338,"icr062374",29.6838,9.8001,15.1625,0,0,0,6.0184,0,3.8651,22.9819,4.5705,0,3.5228,0,0,1.4794,0,0,0,0,2.0429,0,0,0,0,0.5696,0,0,0.3022,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04
"icr062387","Didy",13,8,"Topsoil",48.7613,-18.3395,"icr062373",29.288,11.1667,14.4365,0,0,0,4.802,0,5.2292,25.1517,3.3675,0,3.5687,0,0,1.6581,0,0.3978,0,0,0,0,0,0,0,0.6524,0,0,0.2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015
"icr062388","Didy",13,8,"Subsoil",48.7613,-18.3395,"icr062374",29.6838,9.8001,15.1625,0,0,0,6.0184,0,3.8651,22.9819,4.5705,0,3.5228,0,0,1.4794,0,0,0,0,2.0429,0,0,0,0,0.5696,0,0,0.3022,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04
"icr062391","Didy",13,10,"Topsoil",48.7611,-18.3433,"icr062373",29.288,11.1667,14.4365,0,0,0,4.802,0,5.2292,25.1517,3.3675,0,3.5687,0,0,1.6581,0,0.3978,0,0,0,0,0,0,0,0.6524,0,0,0.2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015
"icr062392","Didy",13,10,"Subsoil",48.7611,-18.3433,"icr062374",29.6838,9.8001,15.1625,0,0,0,6.0184,0,3.8651,22.9819,4.5705,0,3.5228,0,0,1.4794,0,0,0,0,2.0429,0,0,0,0,0.5696,0,0,0.3022,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04
"icr062393","Didy",14,1,"Topsoil",48.7623,-18.3122,"icr062395",40.6025,22.9377,6.5523,1.4805,0,0,8.348,0,4.2544,7.7399,3.4838,0,3.1156,0,0,1.3338,0,0,0,0,0,0,0,0,0,0,0,0,0.1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062394","Didy",14,1,"Subsoil",48.7623,-18.3122,"icr062396",40.7489,23.1738,11.0598,0.928,0,0,2.555,0,6.423,8.3103,2.1292,0,3.4887,0,0,1.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062399","Didy",14,4,"Topsoil",48.7582,-18.3182,"icr062395",40.6025,22.9377,6.5523,1.4805,0,0,8.348,0,4.2544,7.7399,3.4838,0,3.1156,0,0,1.3338,0,0,0,0,0,0,0,0,0,0,0,0,0.1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062400","Didy",14,4,"Subsoil",48.7582,-18.3182,"icr062396",40.7489,23.1738,11.0598,0.928,0,0,2.555,0,6.423,8.3103,2.1292,0,3.4887,0,0,1.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062403","Didy",14,6,"Topsoil",48.7584,-18.3086,"icr062395",40.6025,22.9377,6.5523,1.4805,0,0,8.348,0,4.2544,7.7399,3.4838,0,3.1156,0,0,1.3338,0,0,0,0,0,0,0,0,0,0,0,0,0.1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062404","Didy",14,6,"Subsoil",48.7584,-18.3086,"icr062396",40.7489,23.1738,11.0598,0.928,0,0,2.555,0,6.423,8.3103,2.1292,0,3.4887,0,0,1.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062405","Didy",14,7,"Topsoil",48.7611,-18.3128,"icr062395",40.6025,22.9377,6.5523,1.4805,0,0,8.348,0,4.2544,7.7399,3.4838,0,3.1156,0,0,1.3338,0,0,0,0,0,0,0,0,0,0,0,0,0.1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062406","Didy",14,7,"Subsoil",48.7611,-18.3128,"icr062396",40.7489,23.1738,11.0598,0.928,0,0,2.555,0,6.423,8.3103,2.1292,0,3.4887,0,0,1.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062407","Didy",14,8,"Topsoil",48.7602,-18.3164,"icr062395",40.6025,22.9377,6.5523,1.4805,0,0,8.348,0,4.2544,7.7399,3.4838,0,3.1156,0,0,1.3338,0,0,0,0,0,0,0,0,0,0,0,0,0.1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062408","Didy",14,8,"Subsoil",48.7602,-18.3164,"icr062396",40.7489,23.1738,11.0598,0.928,0,0,2.555,0,6.423,8.3103,2.1292,0,3.4887,0,0,1.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062409","Didy",14,9,"Topsoil",48.7614,-18.3162,"icr062395",40.6025,22.9377,6.5523,1.4805,0,0,8.348,0,4.2544,7.7399,3.4838,0,3.1156,0,0,1.3338,0,0,0,0,0,0,0,0,0,0,0,0,0.1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062410","Didy",14,9,"Subsoil",48.7614,-18.3162,"icr062396",40.7489,23.1738,11.0598,0.928,0,0,2.555,0,6.423,8.3103,2.1292,0,3.4887,0,0,1.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062411","Didy",14,10,"Topsoil",48.7614,-18.3125,"icr062395",40.6025,22.9377,6.5523,1.4805,0,0,8.348,0,4.2544,7.7399,3.4838,0,3.1156,0,0,1.3338,0,0,0,0,0,0,0,0,0,0,0,0,0.1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062412","Didy",14,10,"Subsoil",48.7614,-18.3125,"icr062396",40.7489,23.1738,11.0598,0.928,0,0,2.555,0,6.423,8.3103,2.1292,0,3.4887,0,0,1.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062415","Didy",15,2,"Topsoil",48.7488,-18.3018,"icr062413",42.1207,22.7456,12.9676,0,0,0,5.4849,0,1.5831,5.6987,4.5972,0,3.03,0,0,0,0,0.7845,0,0,0,0,0,0,0,0.61,0,0,0.3767,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062416","Didy",15,2,"Subsoil",48.7488,-18.3018,"icr062414",53.2619,19.3031,9.6895,0,0,0,4.3986,0,0,5.0086,4.4429,0,2.7104,0,0,0,0,0.765,0,0,0,0,0,0,0,0,0,0,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062417","Didy",15,3,"Topsoil",48.7572,-18.3024,"icr062413",42.1207,22.7456,12.9676,0,0,0,5.4849,0,1.5831,5.6987,4.5972,0,3.03,0,0,0,0,0.7845,0,0,0,0,0,0,0,0.61,0,0,0.3767,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062418","Didy",15,3,"Subsoil",48.7572,-18.3024,"icr062414",53.2619,19.3031,9.6895,0,0,0,4.3986,0,0,5.0086,4.4429,0,2.7104,0,0,0,0,0.765,0,0,0,0,0,0,0,0,0,0,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062421","Didy",15,5,"Topsoil",48.7573,-18.303,"icr062413",42.1207,22.7456,12.9676,0,0,0,5.4849,0,1.5831,5.6987,4.5972,0,3.03,0,0,0,0,0.7845,0,0,0,0,0,0,0,0.61,0,0,0.3767,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062422","Didy",15,5,"Subsoil",48.7573,-18.303,"icr062414",53.2619,19.3031,9.6895,0,0,0,4.3986,0,0,5.0086,4.4429,0,2.7104,0,0,0,0,0.765,0,0,0,0,0,0,0,0,0,0,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062425","Didy",15,7,"Topsoil",48.7568,-18.2985,"icr062413",42.1207,22.7456,12.9676,0,0,0,5.4849,0,1.5831,5.6987,4.5972,0,3.03,0,0,0,0,0.7845,0,0,0,0,0,0,0,0.61,0,0,0.3767,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062426","Didy",15,7,"Subsoil",48.7568,-18.2985,"icr062414",53.2619,19.3031,9.6895,0,0,0,4.3986,0,0,5.0086,4.4429,0,2.7104,0,0,0,0,0.765,0,0,0,0,0,0,0,0,0,0,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062427","Didy",15,8,"Topsoil",48.7506,-18.2992,"icr062413",42.1207,22.7456,12.9676,0,0,0,5.4849,0,1.5831,5.6987,4.5972,0,3.03,0,0,0,0,0.7845,0,0,0,0,0,0,0,0.61,0,0,0.3767,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062428","Didy",15,8,"Subsoil",48.7506,-18.2992,"icr062414",53.2619,19.3031,9.6895,0,0,0,4.3986,0,0,5.0086,4.4429,0,2.7104,0,0,0,0,0.765,0,0,0,0,0,0,0,0,0,0,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062431","Didy",15,10,"Topsoil",48.7535,-18.2949,"icr062413",42.1207,22.7456,12.9676,0,0,0,5.4849,0,1.5831,5.6987,4.5972,0,3.03,0,0,0,0,0.7845,0,0,0,0,0,0,0,0.61,0,0,0.3767,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062432","Didy",15,10,"Subsoil",48.7535,-18.2949,"icr062414",53.2619,19.3031,9.6895,0,0,0,4.3986,0,0,5.0086,4.4429,0,2.7104,0,0,0,0,0.765,0,0,0,0,0,0,0,0,0,0,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062435","Didy",16,2,"Topsoil",48.7581,-18.2736,"icr062433",18.9605,29.723,21.179,0,0,0,0,0,3.4152,11.0266,1.9558,0,7.5886,0,0,3.1875,0,0,0,0,1.5134,0,0,0,0,0.8651,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033
"icr062436","Didy",16,2,"Subsoil",48.7581,-18.2736,"icr062434",16.3736,27.4364,22.9427,0,0,0,0,0,7.2835,9.9753,1.6517,0,7.3704,0,0,2.8025,0,0,0,0,3.1476,0,0,0,0,0.4646,0,0,0.5485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034
"icr062437","Didy",16,3,"Topsoil",48.7558,-18.2809,"icr062433",18.9605,29.723,21.179,0,0,0,0,0,3.4152,11.0266,1.9558,0,7.5886,0,0,3.1875,0,0,0,0,1.5134,0,0,0,0,0.8651,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033
"icr062438","Didy",16,3,"Subsoil",48.7558,-18.2809,"icr062434",16.3736,27.4364,22.9427,0,0,0,0,0,7.2835,9.9753,1.6517,0,7.3704,0,0,2.8025,0,0,0,0,3.1476,0,0,0,0,0.4646,0,0,0.5485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034
"icr062439","Didy",16,4,"Topsoil",48.7579,-18.2813,"icr062433",18.9605,29.723,21.179,0,0,0,0,0,3.4152,11.0266,1.9558,0,7.5886,0,0,3.1875,0,0,0,0,1.5134,0,0,0,0,0.8651,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033
"icr062440","Didy",16,4,"Subsoil",48.7579,-18.2813,"icr062434",16.3736,27.4364,22.9427,0,0,0,0,0,7.2835,9.9753,1.6517,0,7.3704,0,0,2.8025,0,0,0,0,3.1476,0,0,0,0,0.4646,0,0,0.5485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034
"icr062443","Didy",16,7,"Topsoil",48.763,-18.2765,"icr062433",18.9605,29.723,21.179,0,0,0,0,0,3.4152,11.0266,1.9558,0,7.5886,0,0,3.1875,0,0,0,0,1.5134,0,0,0,0,0.8651,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033
"icr062444","Didy",16,7,"Subsoil",48.763,-18.2765,"icr062434",16.3736,27.4364,22.9427,0,0,0,0,0,7.2835,9.9753,1.6517,0,7.3704,0,0,2.8025,0,0,0,0,3.1476,0,0,0,0,0.4646,0,0,0.5485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034
"icr062451","Didy",16,11,"Topsoil",48.763,-18.2754,"icr062433",18.9605,29.723,21.179,0,0,0,0,0,3.4152,11.0266,1.9558,0,7.5886,0,0,3.1875,0,0,0,0,1.5134,0,0,0,0,0.8651,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033
"icr062452","Didy",16,11,"Subsoil",48.763,-18.2754,"icr062434",16.3736,27.4364,22.9427,0,0,0,0,0,7.2835,9.9753,1.6517,0,7.3704,0,0,2.8025,0,0,0,0,3.1476,0,0,0,0,0.4646,0,0,0.5485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034
"icr068131","Nyalagari",2,7,"Topsoil",1.735128333,13.393575,"icr068131",88.0814,6.9191,2.8104,0,0,0,0,0,0.7553,0,1.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr068132","Nyalagari",2,7,"Subsoil",1.735128333,13.393575,"icr068132",86.5659,8.6129,3.1551,0,0,0,0,0,1.6661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr068149","Nyalagari",3,6,"Topsoil",1.731593333,13.418405,"icr068149",90.3206,3.3867,2.8169,0,0,0,1.237,0,0,0,2.2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr068150","Nyalagari",3,6,"Subsoil",1.731593333,13.418405,"icr068150",78.7853,6.7866,6.7299,0,0,0,1.5234,0,2.784,0,1.7279,0,0,0,0,0,0,0.4342,0,0,1.2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr068161","Nyalagari",4,2,"Topsoil",1.738738333,13.43555333,"icr068161",73.5721,8.4544,6.5509,1.6295,0,0,2.6057,0,2.8072,0,2.9033,0,0,0,0,0,0,0,0,0,1.2844,0,0,0,0,0,0,0,0.1927,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr068162","Nyalagari",4,2,"Subsoil",1.738738333,13.43555333,"icr068162",82.8388,8.7652,4.1368,0,0,0,1.7648,0,0,0,2.4943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr068221","Nyalagari",7,2,"Topsoil",1.754711667,13.41339833,"icr068221",73.4214,8.4103,8.7185,0,0,0,1.5516,0,2.8616,0,3.0286,0,0,0,0,0,0,0.5176,0,0,1.3102,0,0,0,0,0,0,0,0.1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr068222","Nyalagari",7,2,"Subsoil",1.754711667,13.41339833,"icr068222",77.2753,9.0578,7.006,1.3408,0,0,0,0,2.6503,0,2.1881,0,0,0,0,0,0,0.4817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr068279","Nyalagari",10,1,"Topsoil",1.77919,13.38991667,"icr068279",79.3209,8.2357,6.2448,0,0,0,2.5194,0,0.6294,0,2.8855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1647,0,0,0,0,0,0,0,0,0,0,0,0,0,-3e-04
"icr068280","Nyalagari",10,1,"Subsoil",1.77919,13.38991667,"icr068280",77.2636,7.0053,6.2459,0,0,0,2.901,0,3.0478,0,2.0589,0,0,0,0,0,0,0,0,0,1.3142,0,0,0,0,0,0,0,0.1637,0,0,0,0,0,0,0,0,0,0,0,0,0,-3e-04
"icr068321","Nyalagari",12,2,"Topsoil",1.777961667,13.43786,"icr068321",46.0563,27.4942,9.7204,1.3008,0,0,0,0,9.2911,0,1.5956,0,0,0,0,0,0,0.4987,0,0,3.2213,0,0,0,0,0,0.3524,0,0.469,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04
"icr068322","Nyalagari",12,2,"Subsoil",1.777961667,13.43786,"icr068322",55.6388,22.1821,10.4009,0,0,0,0,0,6.4917,0,1.1629,0,0,0,0,0,0,0.5367,0,0,2.76,0,0,0,0,0,0.513,0,0.3139,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr068339","Nyalagari",13,1,"Topsoil",1.804516667,13.37199833,"icr068339",84.1849,9.0165,2.9512,0,0,0,0,0,0.7672,0,1.7591,0,0,0,0,0,0,0,0,0,1.3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr068340","Nyalagari",13,1,"Subsoil",1.804516667,13.37199833,"icr068340",77.1531,10.7274,3.7643,0,0,0,1.957,0,2.011,0,2.5105,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0.1769,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr068361","Nyalagari",14,2,"Topsoil",1.798298333,13.38568167,"icr068361",69.6086,15.8534,5.5284,0,0,0,0,0,4.7197,0,1.375,0,0,0,0,0,0,0.6467,0,0,2.0233,0,0,0,0,0,0,0,0.2449,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr068362","Nyalagari",14,2,"Subsoil",1.798298333,13.38568167,"icr068362",55.9221,21.3276,7.2286,0,0,0,2.2984,0,6.0673,0,3.0377,0,0,0,0,0,0,0.7321,0,0,3.0116,0,0,0,0,0,0,0,0.3746,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr068381","Nyalagari",15,2,"Topsoil",1.802671667,13.404805,"icr068381",69.6461,17.5748,5.3889,0,0,0,0,0,3.4355,0,1.31,0,0,0,0,0,0,0,0,0,2.3827,0,0,0,0,0,0,0,0.2622,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr068382","Nyalagari",15,2,"Subsoil",1.802671667,13.404805,"icr068382",72.1941,15.7805,5.3952,0,0,0,0,0,4.091,0,0,0,0,0,0,0,0,0,0,0,2.3071,0,0,0,0,0,0,0,0.2323,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr068399","Nyalagari",16,1,"Topsoil",1.799123333,13.43122,"icr068399",75.9372,13.084,4.1533,0,0,0,2.1032,0,3.7078,0,0.8646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1501,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr068400","Nyalagari",16,1,"Subsoil",1.799123333,13.43122,"icr068400",69.5624,18.0125,4.4776,0,0,0,1.6221,0,3.8653,0,0.8856,0,0,0,0,0,0,0,0,0,1.4001,0,0,0,0,0,0,0,0.1746,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr068419","Pampaida",1,3,"Topsoil",8.123596667,11.28078,"icr068419",52.365,5.6819,2.6106,26.3741,7.0002,0,1.8649,0,1.6267,0,0.3898,0,0,0,0,0.7626,0,0,0,0,0,0,1.3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr068420","Pampaida",1,3,"Subsoil",8.123596667,11.28078,"icr068420",42.4038,8.7286,4.3756,28.3378,4.1226,0,1.4822,4.0351,4.5333,0,1.9809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr068499","Pampaida",5,1,"Topsoil",8.145926667,11.29146167,"icr068499",55.2675,5.0108,3.1402,23.8144,5.6519,2.11,3.084,0,1.9213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr068500","Pampaida",5,1,"Subsoil",8.145926667,11.29146167,"icr068500",56.1807,6.5482,3.5522,22.9451,4.8147,2.8561,1.5438,0,1.5594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr068521","Pampaida",6,2,"Topsoil",8.148253333,11.31266,"icr068521",55.052,6.7101,6.912,22.4128,1.2671,0.9339,0,0,5.0417,0,1.4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr068522","Pampaida",6,2,"Subsoil",8.148253333,11.31266,"icr068522",47.3625,8.4817,10.9051,17.2629,1.034,0.6195,0,0,8.6209,0,3.3309,0,0.6764,0,0,0,0,0,0,0,1.4206,0,0,0,0,0,0,0,0.2852,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr068539","Pampaida",7,1,"Topsoil",8.150375,11.33524167,"icr068539",55.3647,7.698,6.1472,19.4139,1.6747,1.3025,2.8176,0,4.6409,0,0.8003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr068540","Pampaida",7,1,"Subsoil",8.150375,11.33524167,"icr068540",55.513,10.7782,6.3813,17.2887,1.548,1.9415,0,0,1.9303,0,2.1994,0,2.2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1553,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr068579","Pampaida",9,1,"Topsoil",8.166768333,11.28065833,"icr068579",63.9472,8.1673,3.1509,16.0871,1.0105,1.9211,2.4302,0,2.7485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3866,0,0.1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr068580","Pampaida",9,1,"Subsoil",8.166768333,11.28065833,"icr068580",54.3368,10.8299,4.9591,17.1093,0,3.6239,0,2.8005,5.6752,0,0.4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2198,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr068677","Pampaida",14,1,"Topsoil",8.19152,11.30931667,"icr068677",57.1309,5.7058,2.2765,27.0784,3.1732,0,0,0,2.3095,0,0.4427,0,0,0,0,0,0,0,0,0,0,0,1.4808,0,0.4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr068678","Pampaida",14,1,"Subsoil",8.19152,11.30931667,"icr068678",59.1787,6.2432,3.2601,23.903,1.9708,0,0,0,4.404,0,1.0401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr068717","Pampaida",16,1,"Topsoil",8.194856667,11.34667,"icr068717",61.2115,5.8385,1.992,16.3785,8.3955,3.1618,2.0782,0,0.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr068718","Pampaida",16,1,"Subsoil",8.194856667,11.34667,"icr068718",59.5621,6.9225,3.4053,15.9783,6.6368,3.9239,1.3784,0,2.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3e-04
"icr070124","Kutigi",2,2,"Topsoil",5.671851667,9.191568333,"icr070124",66.0908,15.1151,5.9647,1.7858,0,0,5.4573,0,1.3383,0,1.2756,0,0,0,0,0,0,0.5662,1.6003,0,0,0,0,0,0,0,0.4626,0,0.3432,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr070125","Kutigi",2,2,"Subsoil",5.671851667,9.191568333,"icr070125",59.6643,17.2284,9.6999,0,0,0,3.274,0,5.9975,0,0,0,0,0,0,0,0,0.5657,2.5671,0,0,0,0,0,0,0,0.6589,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr070262","Kutigi",9,4,"Topsoil",5.711345,9.17576,"icr070262",88.5302,4.8662,2.7496,0,0,0,1.9051,0,0,0,1.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr070263","Kutigi",9,4,"Subsoil",5.711345,9.17576,"icr070263",84.1396,8.6536,2.8391,0,0,0,0.6093,0,1.5338,0,0,0,0,0,0,0,0,0.6126,1.6118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr070370","Kutigi",15,3,"Topsoil",5.73423,9.217246667,"icr070370",93.8419,3.4771,0,0,0,0,1.5048,0,0,0,1.1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr070371","Kutigi",15,3,"Subsoil",5.73423,9.217246667,"icr070371",91.622,5.1048,0,0,0,0,1.3201,0,1.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr072246","Sanza Pompo",1,1,"Topsoil",15.68749167,-7.37775,"icr072246",82.0905,7.8643,2.0599,0,0,0,0,0,0.4346,0.3866,0,0,0,6.2036,0,0,0,0.9601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04
"icr072247","Sanza Pompo",1,1,"Subsoil",15.68749167,-7.37775,"icr072247",85.7493,9.7465,1.5375,0,0,0,1.6174,0,0,0.3706,0,0,0,0,0,0,0,0.9782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr072286","Sanza Pompo",3,1,"Topsoil",15.687965,-7.331673333,"icr072286",88.449,7.1184,0,0,0,0,1.6474,0,0.5224,0,1.4511,0,0,0,0,0,0,0.8113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr072287","Sanza Pompo",3,1,"Subsoil",15.687965,-7.331673333,"icr072287",82.5063,9.7292,3.0914,0,0,0,0,0,2.712,0,0.895,0,0,0,0,0,0,1.0659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04
